_input,_num,_widgetName,_source,_resultNumber,_pageUrl,name,url,url/_source,url/_title,url/_text,description
,298,sig-crawler,sig-crawler,298,http://votesmart.org/interest-group/846/people-for-the-american-way,People for the American Way,http://www.pfaw.org,,,http://www.pfaw.org,"People for the American Way is an energetic advocate for the values and institutions that sustain a diverse democratic society. Many of these are now threatened by the influence of the radical right and its allies who have risen to positions of political power. Our most fundamental rights and freedoms-and even our basic constitutional framework-are at risk. People for the American Way works in close collaboration with other leading national and state progressive organizations to mobilize Americans at this defining moment in our history."
,299,sig-crawler,sig-crawler,299,http://votesmart.org/interest-group/2321/asian-american-action-fund,Asian American Action Fund,http://www.aaa-fund.com/,,,http://www.aaa-fund.com/,"The AAA-Fund is a progressive political organization that is dedicated to empowering Asian Americans and Pacific Islanders across the United States. Through the AAA-Fund Asian Pacific Americans (APAs) from different ethnic groups and from all over the country work together to increase the voice of the APA community in local state and federal government. We do this by helping to elect APA and other political candidates who have a demonstrated commitment to the community and by engaging APAs in the political process."
,300,sig-crawler,sig-crawler,300,http://votesmart.org/interest-group/361/united-states-public-interest-research-group,United States Public Interest Research Group,http://www.uspirg.org,,,http://www.uspirg.org,U.S. PIRG is a consumer group that stands up to powerful interests whenever they threaten our health and safety our financial security or our right to fully participate in our democratic society.
,301,sig-crawler,sig-crawler,301,http://votesmart.org/interest-group/1931/newpolicyorg,NewPolicy.org,,,,,"The mission of NewPolicy.org is to work with citizens lawmakers and administration officials to implement longstanding American positions on the Arab-Israeli conflict in the interest of enhancing American security."
,302,sig-crawler,sig-crawler,302,http://votesmart.org/interest-group/1263/american-humane-association,American Humane Association,http://www.americanhumane.org,,,http://www.americanhumane.org,"To ensure the welfare wellness and well-being of children and animals and to unleash the full potential of the bond between humans and animals to the mutual benefit of both."
,303,sig-crawler,sig-crawler,303,http://votesmart.org/interest-group/1959/citizens-united-political-victory-fund,Citizens United Political Victory Fund,http://www.cupvf.org/,,,http://www.cupvf.org/,"Citizens United Political Victory Fund (CUPVF) is registered with the Federal Election Commission as a separate segregated fund of Citizens United. Its mission is to support conservative candidates running for federal office who share Citizens United's vision of reducing the size and scope of government lowering taxes cutting spending promoting traditional family values and winning the war on terror."
,304,sig-crawler,sig-crawler,304,http://votesmart.org/interest-group/205/state-pirgs-working-together,State PIRGs Working Together,,,,,"The State Public Interest Research Groups are an alliance of state-based citizen-funded organizations that advocate for the public interest. We uncover threats to public health and well-being and fight to end them using the time-tested tools of investigative research media exposes grassroots organizing advocacy and litigation. The state PIRGs' mission is to deliver persistent result-oriented activism that protects the environment encourages a fair marketplace for consumers and fosters responsive democratic government." This organization was dissolved. Its archives are kept here as a public service.
,305,sig-crawler,sig-crawler,305,http://votesmart.org/interest-group/1107/california-park-recreation-society,California Park & Recreation Society,http://www.cprs.org/,,,http://www.cprs.org/,"The California Park & Recreation Society provides career development networking resources and is the public advocate for California park and recreation professionals."
,306,sig-crawler,sig-crawler,306,http://votesmart.org/interest-group/1963/conservative-congress,Conservative Congress,,,,,"Today many call themselves Conservative. But when put to the test the facts don't always add up. It is the mission of Conservative Congress to evaluate every single candidate for the 2010 Congressional races that claims to be a Conservative to test their mettle to see if they really can call themselves Conservative candidates."
,307,sig-crawler,sig-crawler,307,http://votesmart.org/interest-group/1155/information-technology-industry-council,Information Technology Industry Council,http://www.itic.org/,,,http://www.itic.org/,The Information Technology Industry Council (ITI) is the premier advocacy and policy organization for the worlds leading innovation companies. We have earned the trust of the worlds most recognized technology brands to solve their most complex policy challenges.
,308,sig-crawler,sig-crawler,308,http://votesmart.org/interest-group/1790/gopusa,GOPUSA,http://www.gopusa.com,,,http://www.gopusa.com,GOPUSA strives to educate enlighten and engage conservatives through a host of features and services including news online discussions commentary and information.
,309,sig-crawler,sig-crawler,309,http://votesmart.org/interest-group/1717/computer-communications-industry-association,Computer & Communications Industry Association,http://www.ccianet.org/,,,http://www.ccianet.org/,"CCIA is a 40 year-old nonprofit membership organization for a wide range of companies in the computer Internet information technology and telecommunications industries represented by their senior executives. CCIA promotes open markets open systems open networks and full fair and open competition. CCIA serves as an additional and sometimes the only eyes ears and voice in Washington Brussels and Geneva for our members. Our goal is to proactively protect and promote their legitimate interests and to advance the broad common interests of our industries."
,310,sig-crawler,sig-crawler,310,http://votesmart.org/interest-group/7/nuclear-age-peace-foundation,Nuclear Age Peace Foundation,http://www.wagingpeace.org,,,http://www.wagingpeace.org,To educate and advocate for peace and a world free of nuclear weapons and to empower peace leaders.
,311,sig-crawler,sig-crawler,311,http://votesmart.org/interest-group/794/plumbing-heating-cooling-contractors-association,Plumbing-Heating-Cooling Contractors Association,http://www.phccweb.org,,,http://www.phccweb.org,The PHCC-National Association is the premiere organization for the p-h-c professional. Since 1883 PHCC has been the industry leader in promotion advancement education and training.
,312,sig-crawler,sig-crawler,312,http://votesmart.org/interest-group/1950/americans-for-legal-immigration,Americans for Legal Immigration,http://www.alipac.us/,,,http://www.alipac.us/,"ALIPAC supporters have a diverse range of opinions yet we are united in the belief that more should be done to reduce illegal immigration. ALIPAC supports those that legally immigrate but we DO NOT support any amnesty visa expansion or "Guest Worker" program designed to reward illegal aliens or legalize their presence in the US. We support a peaceful non racist rule of law approach to resolving illegal immigration."
,313,sig-crawler,sig-crawler,313,http://votesmart.org/interest-group/1956/iraq-veterans-for-congress,Iraq Veterans for Congress,http://www.iraqvetsforcongress.com/,,,http://www.iraqvetsforcongress.com/,AIVCs primary mission is to recruit fund and elect to Congress conservative Iraq and Afghanistan veterans. Many Republican veterans from other eras have requested AIVCs support. As a result we have taken on the secondary mission of supporting conservative Republican military veterans of all eras.
,314,sig-crawler,sig-crawler,314,http://votesmart.org/interest-group/872/national-taxpayers-union,National Taxpayers Union,http://www.ntu.org,,,http://www.ntu.org,"National Taxpayers Union (NTU) is America's independent non-partisan advocate for overburdened taxpayers. NTU mobilizes elected officials and the general public on behalf of tax relief and reform lower and less wasteful spending individual liberty and free enterprise. Founded in 1969 we work at all levels for the day when every taxpaying citizen's right to a limited government is among our nation's highest democratic principles."
,315,sig-crawler,sig-crawler,315,http://votesmart.org/interest-group/1863/american-association-of-retired-persons-aarp,American Association of Retired Persons (AARP),http://www.aarp.org,,,http://www.aarp.org,AARP is a nonprofit nonpartisan organization with a membership of more than 37 million that helps people turn their goals and dreams into real possibilities strengthens communities and fights for the issues that matter most to families such as healthcare employment security and retirement planning. We advocate for consumers in the marketplace by selecting products and services of high quality and value to carry the AARP name as well as help our members obtain discounts on a wide range of products travel and services.
,316,sig-crawler,sig-crawler,316,http://votesmart.org/interest-group/664/conservamerica,ConservAmerica,http://conservamerica.org/,,,http://conservamerica.org/,"ConservAmerica was founded under the name Republicans for Environmental Protection in 1995. Our mission is to restore the Republican Partys great conservation tradition which is grounded in the timeless conservative ethic of stewardship. We are working to restore conservation and environmental stewardship as fundamental elements of the Republican Partys vision for America."
,317,sig-crawler,sig-crawler,317,http://votesmart.org/interest-group/252/national-right-to-life-committee,National Right to Life Committee,http://www.nrlc.org/,,,http://www.nrlc.org/,"National Right to Life Committee (NRLC) is the nation's largest pro-life organization with 50 state affiliates and approximately 3000 local affiliates nationwide. NRLC works through legislation and education to protect those threatened by abortion infanticide euthanasia and assisted suicide."
,318,sig-crawler,sig-crawler,318,http://votesmart.org/interest-group/424/global-aids-alliance,Global AIDS Alliance,,,,,"The Global AIDS Alliance (GAA) is a nonprofit organization based in Washington D.C. Our mission is to galvanize the political will and financial resources needed to address the global AIDS crisis and reduce its impacts on poor countries that have been hardest hit by the pandemic." This organization was dissolved April 2011. Its archives are kept here as a public service. - Project Vote Smart
,319,sig-crawler,sig-crawler,319,http://votesmart.org/interest-group/2167/progressive-punch,Progressive Punch,http://www.progressivepunch.org/,,,http://www.progressivepunch.org/,ProgressivePunch is a non-partisan searchable database of Congressional voting records from a Progressive perspective. We show the performance of members within 160 different issue categories along with detailed vote descriptions.
,320,sig-crawler,sig-crawler,320,http://votesmart.org/interest-group/858/american-postal-workers-union,American Postal Workers Union,http://www.apwu.org,,,http://www.apwu.org,"The APWU is the world's largest postal union representing more than 220000 USPS employees and retirees and nearly 2000 private-sector mail workers. For more nearly four decades APWU has fought for dignity and respect on the job for the workers we represent as well as for decent pay and benefits and safe working conditions. As an AFL-CIO affiliate the APWU supports the struggle for social and economic justice for all working families."
,321,sig-crawler,sig-crawler,321,http://votesmart.org/interest-group/23/national-tax-limitation-committee,National Tax Limitation Committee,http://www.limittaxes.org/,,,http://www.limittaxes.org/,"The National Tax Limitation Committee (NTLC) was organized in 1975. Its mission has been: To provide national leadership to achieve the optimal size and functions of government and promote candidates and initiatives that support these goals."
,322,sig-crawler,sig-crawler,322,http://votesmart.org/interest-group/850/united-seniors-association,United Seniors Association,,,,,This organization was dissolved. Its archives are kept here as a public service. "United Seniors Association is a nonprofit nonpartisan organization founded in 1991. With a 1.5 million activists network nationwide USA is the leading group for citizen activists who want to cut taxes safeguard the Social Security Trust Fund and improve Social Security and Medicare for all generations."
,323,sig-crawler,sig-crawler,323,http://votesmart.org/interest-group/2059/national-organization-for-marriage,National Organization for Marriage,http://www.nationformarriage.org,,,http://www.nationformarriage.org,"The National Organization for Marriage (NOM) is a nonprofit organization with a mission to protect marriage and the faith communities that sustain it. Founded in 2007 in response to the growing need for an organized opposition to same-sex marriage in state legislatures NOM serves as a national resource for marriage-related initiatives at the state and local level."
,324,sig-crawler,sig-crawler,324,http://votesmart.org/interest-group/1985/numbersusa-americans-for-better-immigration,NumbersUSA [Americans for Better Immigration],http://www.numbersusa.com/,,,http://www.numbersusa.com/,"NumbersUSA Action is a non-profit non-partisan public policy organization that favors an environmentally sustainable and economically just America. It opposes efforts to use federal immigration policies to force mass U.S. population growth and to depress wages of vulnerable workers. NumbersUSA Action is pro-environment pro-worker pro-liberty and pro-immigrant. Activists in the NumbersUSA Action network are Americans of all races and include many immigrants and the spouses children and parents of immigrants. Those who need to refer to NumbersUSA Action with a short descriptive modifier should call it an 'immigration-reduction organization.'"
,325,sig-crawler,sig-crawler,325,http://votesmart.org/interest-group/1742/national-animal-interest-alliance-trust,National Animal Interest Alliance Trust,http://www.naiatrust.org,,,http://www.naiatrust.org,"The NAIA Trust is a nonprofit 501 (c) 4 organization established under the Internal Revenue Code to promote responsible animal care and ownership and reasonable laws policies and regulations to protect animals and the people who care for them. NAIA Trust provides information about animals and animal husbandry animals in education and entertainment scientific advances in animal and human medicine wildlife management hunting and fishing and pet ownership. It also sounds the alarm about threats to animals and to the human-animal bond caused by people who mistreat animals and by animal rights and environmental zealots. NAIA Trust counters the effects and misinformation of radicals in the animal rights and environmental movements through education legislation and the courts."
,326,sig-crawler,sig-crawler,326,http://votesmart.org/interest-group/1925/independence-caucus,Independence Caucus,http://www.icaucus.org/,,,http://www.icaucus.org/,"To find/elect fiscally sound candidates;help organize locally; educate people on current affairs; research money trails to every rep we can."
,327,sig-crawler,sig-crawler,327,http://votesmart.org/interest-group/54/national-association-for-college-admission-counseling,National Association for College Admission Counseling,http://www.nacacnet.org/,,,http://www.nacacnet.org/,"The National Association for College Admission Counseling (NACAC) founded in 1937 is an organization of more than 9000 professionals from around the world dedicated to serving students as they make choices about pursuing postsecondary education."
,328,sig-crawler,sig-crawler,328,http://votesmart.org/interest-group/199/american-muslims-for-jerusalem,American Muslims for Jerusalem,,,,,"American Muslims for Jerusalem is a not for profit organization incorporated in 1999 the organization is committed to the following objectives: To ensure that the concerns of the American Muslim community regarding Jerusalem and its environs are understood and respected in the formulation of U.S. policy. To present accurate and timely information to the mass media and other interested parties. To educate inform and mobilize the American Muslim community To raise the awareness of the American society in general and work for a just and comprehensive solution to the issue of Jerusalem.To cooperate with other organizations having similar objectives."
,329,sig-crawler,sig-crawler,329,http://votesmart.org/interest-group/1972/senate-conservatives-fund,Senate Conservatives Fund,http://senateconservatives.com/,,,http://senateconservatives.com/,SCF seeks to bring bold conservative leadership to Washington by supporting candidates who have the courage to fight for the timeless conservative principles of limited government strong national defense and traditional family values.
,330,sig-crawler,sig-crawler,330,http://votesmart.org/interest-group/164/american-association-of-university-women,American Association of University Women,http://www.aauw.org,,,http://www.aauw.org,The American Association of University Women (AAUW) is the nations leading voice promoting equity and education for women and girls. Since our founding in 1881 AAUW members have examined and taken positions on the fundamental issues of the day  educational social economic and political.
,331,sig-crawler,sig-crawler,331,http://votesmart.org/interest-group/2151/progressive-change-campaign-committee,Progressive Change Campaign Committee,http://boldprogressives.org/,,,http://boldprogressives.org/,"The Progressive Change Campaign Committee (PCCC) is an organization powered by our members that builds long-term progressive power. We elect bold candidates to Congress and mobilize around progressive policy priorities."
,332,sig-crawler,sig-crawler,332,http://votesmart.org/interest-group/318/campaign-for-a-color-blind-america,Campaign for a Color Blind America,,,,,"The Campaign for a Color-Blind America Legal Defense and Educational Foundation is a 501(c)(3) not-for-profit organization designed to challenge race-based public policies and educate the public about the injustices of racial preferences."
,333,sig-crawler,sig-crawler,333,http://votesmart.org/interest-group/240/national-committee-for-an-effective-congress,National Committee for an Effective Congress,http://www.NCEC.org,,,http://www.NCEC.org,"In 1948 Eleanor Roosevelt and her friends had an idea for an organization that would pool the resources of small contributors from across the country and spend those funds to help elect the most progressive candidates to the U.S. Senate and House. NCEC supports progressive candidates who fight for the issues we believe in like freedom of choice separation of church and state gun control equal rights and environmental protection."
,334,sig-crawler,sig-crawler,334,http://votesmart.org/interest-group/185/radical-middle,Radical Middle,http://www.radicalmiddle.com,,,http://www.radicalmiddle.com,"Radical Middle is one of the fastest-growing political newsletters in Washington D.C. But its not your usual Washington newsletter. It expresses an emerging new planetary political perspective and sensibility which we like to call 'radical middle."
,335,sig-crawler,sig-crawler,335,http://votesmart.org/interest-group/2350/house-conservatives-fund-republican-study-committee,House Conservatives Fund (Republican Study Committee),http://www.houseconservatives.com/,,,http://www.houseconservatives.com/,"The Republican Study Committee is a group of House Republicans organized for the purpose of advancing a conservative social and economic agenda in the House of Representatives. The Republican Study Committee is dedicated to a limited and Constitutional role for the federal government a strong national defense the protection of individual and property rights and the preservation of traditional family values. The group has played a major role in key policy areas including budget appropriations taxes education Social Security reform defense deregulation and general government reform. The Republican Study Committee is an independent research arm for Republicans. The RSC was founded to serve as an ideological rallying point where like-minded conservatives can coordinate their activities and stand on the basis of principle  where a minority of committed men and women without years of seniority or formal leadership positions can affect change. They can do it on their first day in Congress. They can do it by coming up with a sound policy idea and by articulating a powerful position in debate. They can do it by serving actively in the RSC and by making it their home and family during their tenure in Congress. The House Conservatives Fund (HCF) is a non-connected federal PAC supported by more than 100 fiscally and socially conservative Members of Congress who seek to elect the next generation of conservative leaders. Our mission is two-fold: 1. To maintain the conservative Republican majority in Congress. 2. To assure that principled conservatives are elected (and re-elected)."
,336,sig-crawler,sig-crawler,336,http://votesmart.org/interest-group/1738/the-american-college-of-physicians,The American College of Physicians,http://www.acponline.org,,,http://www.acponline.org,The American College of Physicians (ACP) is a national organization of internists  physician specialists who apply scientific knowledge and clinical expertise to the diagnosis treatment and compassionate care of adults across the spectrum from health to complex illness.
,337,sig-crawler,sig-crawler,337,http://votesmart.org/interest-group/644/doris-day-animal-league,Doris Day Animal League,http://www.ddal.org,,,http://www.ddal.org,"Doris Day Animal League is a nonprofit national citizen's lobbying organization working to improve the humane treatment of animals. In September 2006 we merged with the Humane Society of the United States. We work with the U.S. Congress government agencies and state and local officials to pass new laws and enforce existing laws that reduce the suffering of animals anywhere they are mistreated."
,338,sig-crawler,sig-crawler,338,http://votesmart.org/interest-group/718/family-research-council,Family Research Council,http://www.frc.org,,,http://www.frc.org,Family Research Council's mission is to advance faith family and freedom in public policy and the culture from a Christian worldview.
,339,sig-crawler,sig-crawler,339,http://votesmart.org/interest-group/2176/american-association-of-university-professors,American Association of University Professors,http://www.aaup.org/,,,http://www.aaup.org/,The mission of the American Association of University Professors (AAUP) is to advance academic freedom and shared governance to define fundamental professional values and standards for higher education and to ensure higher education's contribution to the common good. Founded in 1915 the AAUP has helped to shape American higher education by developing the standards and procedures that maintain quality in education and academic freedom in this country's colleges and universities
,340,sig-crawler,sig-crawler,340,http://votesmart.org/interest-group/1620/coalition-to-stop-gun-violence,Coalition to Stop Gun Violence,http://www.csgv.org/,,,http://www.csgv.org/,"The Coalition to Stop Gun Violence (CSGV) seeks to secure freedom from gun violence through research strategic engagement and effective policy advocacy."
,341,sig-crawler,sig-crawler,341,http://votesmart.org/interest-group/810/concord-coalition,Concord Coalition,http://www.concordcoalition.org/,,,http://www.concordcoalition.org/,The Concord Coalition is a nationwide non-partisan grassroots organization advocating generationally responsible fiscal policy.
,342,sig-crawler,sig-crawler,342,http://votesmart.org/interest-group/1558/american-road-and-transportation-builders-association,American Road and Transportation Builders Association,http://www.artba.org/,,,http://www.artba.org/,Established in 1902 at the Cadillac Hotel in New York City ARTBA is the oldest and most respected national transportation construction-related association.
,343,sig-crawler,sig-crawler,343,http://votesmart.org/interest-group/2346/new-democrat-coalition,New Democrat Coalition,http://ndcpac.com/,,,http://ndcpac.com/,"Founded in 1997 the New Democrat Coalition is a key group of Democratic legislators dedicated to maintaining America's status as the world's strongest most successful nation. Over the sixteen-year history of the Coalition the group has grown in influence and size currently covering over one-fourth of the House Democratic Caucus. The New Democrat Coalition is the pro-growth fiscally-responsible wing of the Democratic Party. We believe in policies that lead to American success. In March 2005 the New Democrat Coalition (NDC) was re-launched in the U.S. House of Representatives and the New Democrat Coalition PAC was established soon after. Thanks to great support in Washington and across the country the NewDemPAC is thriving."
,344,sig-crawler,sig-crawler,344,http://votesmart.org/interest-group/1954/republican-national-coalition-for-life-pac,Republican National Coalition for Life PAC,http://www.rnclife.org/,,,http://www.rnclife.org/,"Republican National Coalition for Life will continue to work to protect and defend the Republican Party's principled commitment to legal protection for all innocent human beings from conception until natural death." In addition we will work to hold Republican lawmakers accountable to the pro-life principles in our platform. It is our desire to see those principles translated into public policy and law. Further we encourage Republican Party officials to enthusiastically support pro-life candidates and policies consistent with our platform."
,345,sig-crawler,sig-crawler,345,http://votesmart.org/interest-group/1944/huck-pac,Huck PAC,http://www.huckpac.com/,,,http://www.huckpac.com/,"Huck PAC is founded on the principles that make America great: Life Liberty and the Pursuit of Happiness. Our Republican Party embodies these ideas and is best suited to lead America forward. Huck PAC is committed to helping Republicans regain control of the House and Senate regain a majority of governorships and supporting conservative principles around the country. Huck PAC will support Republican candidates who are passionate advocates for tax reform a strong national defense real border security life the family less government and individual liberty. As part of our effort to support strong Republican candidates we have formed Team Huck. Team Huck is a grassroots volunteer organization devoted to helping Huck PAC find endorse and elect Republican candidates who share our principles. Huck PAC will identify candidates who hold firm to these principles promote their campaigns and financially support their efforts. "
,346,sig-crawler,sig-crawler,346,http://votesmart.org/interest-group/1713/st-joseph-health-system,St. Joseph Health System,http://www.stjhs.org,,,http://www.stjhs.org,To extend the healing ministry of Jesus in the tradition of the Sisters of St. Joseph of Orange by continually improving the health and quality of life of people in the communities we serve.
,347,sig-crawler,sig-crawler,347,http://votesmart.org/interest-group/1110/peace-action,Peace Action,http://www.peace-action.org/,,,http://www.peace-action.org/,Peace Action is the nation's largest grassroots peace network with chapters and affiliates in states across the country. We organize our network to place pressure on Congress and the Administration through write-in campaigns Internet actions citizen lobbying and direct action. Through a close relationship with progressive members of Congress we play a key role in devising strategies to move forward peace legislation. As a leading member of various coalitions we lend our expertise and large network to achieving common goals.
,348,sig-crawler,sig-crawler,348,http://votesmart.org/interest-group/1930/maggies-list-pac,Maggie's List PAC,http://www.maggieslist.org/,,,http://www.maggieslist.org/,"Maggie's List provides training and get-out-the-vote programs as well as critical financial support for female candidates for the United States House of Representatives and the United States Senate. Maggie's List extensively researches candidates and endorses those whose policy views and legislative behavior promote fiscal conservatism less government more personal responsibility and strong national security. Maggie's List has active state chairwomen working to build membership and support to help conservative women candidates run successful and competitive campaigns at the federal level."
,349,sig-crawler,sig-crawler,349,http://votesmart.org/interest-group/2322/hispanic-federation-lclaa-lulac-mi-familia-vota-nclr-and-voto-latino,Hispanic Federation LCLAA LULAC Mi Familia Vota NCLR and Voto Latino,http://lulac.org/news/pr/advisory-cir-score-card/,,,http://lulac.org/news/pr/advisory-cir-score-card/,"The mission of the Hispanic Federation is to empower and advance the Hispanic community. The Labor Council for Latin American Advancement (LCLAA) is the leading national organization for Latino(a) workers and their families. The League of United Latin American Citizens (LULAC) is the nations largest and oldest civil rights volunteer-based organization that empowers Hispanic Americans and builds strong Latino communities. Mi Familia Vota Education Fund is a national nonprofit organization that unites Latino immigrant and allied communities to promote social and economic justice through increased civic participation by promoting citizenship voter registration and voter participation. National Council of La Razathe largest national Hispanic civil rights and advocacy organization in the United Statesworks to improve opportunities for Hispanic Americans. Voto Latino is a nonpartisan organization that empowers Latino Millennials to claim a better future for themselves and their community."
,350,sig-crawler,sig-crawler,350,http://votesmart.org/interest-group/330/national-hispanic-leadership-agenda,National Hispanic Leadership Agenda,http://nationalhispanicleadership.org/,,,http://nationalhispanicleadership.org/,The National Hispanic Leadership Agenda (NHLA) was established in 1991 as a nonpartisan association of major Hispanic national organizations and distinguished Hispanic leaders from all over the nation. NHLAs mission calls for unity among Latinos around the country to provide the Hispanic community with greater visibility and a clearer stronger influence in our countrys affairs. NHLA brings together Hispanic leaders to establish policy priorities that address and raise public awareness of the major issues affecting the Latino community and the nation as a whole.
,351,sig-crawler,sig-crawler,351,http://votesmart.org/interest-group/2335/national-nurses-united,National Nurses United,http://www.nationalnursesunited.org/,,,http://www.nationalnursesunited.org/,"National Nurses United with close to 185000 members in every state is the largest union and professional association of registered nurses in U.S. history. At its founding convention in December 2009 NNU adopted a call for action premised on the principles intended to counter the national assault by the healthcare industry on patient care conditions and standards for nurses and to promote a unified vision of collective action for nurses with campaigns to: advance the interests of direct care nurses and patients across the U.S.; organize all direct care RNs 'into a single organization capable of exercising influence over the healthcare industry governments and employers'; promote effective collective bargaining representation to all NNU affiliates to promote the economic and professional interests of all direct care RNs; expand the voice of direct care RNs and patients in public policy including the enactment of safe nurse to patient ratios and patient advocacy rights in Congress and every state; win 'healthcare justice accessible quality healthcare for all as a human right.'"
,352,sig-crawler,sig-crawler,352,http://votesmart.org/interest-group/1513/eagle-forum,Eagle Forum,http://eagleforum.org,,,http://eagleforum.org,"Eagle Forum's Mission is to enable conservative and pro-family men and women to participate in the process of self-government and public policy making so that America will continue to be a land of individual liberty respect for family integrity public and private virtue and private enterprise."
,353,sig-crawler,sig-crawler,353,http://votesmart.org/interest-group/2413/metals-service-center-institute,Metals Service Center Institute,http://www.msci.org/,,,http://www.msci.org/,"More than 100+ years strong the Metals Service Center Institute (MSCI) is the broadest-based not-for-profit association serving the industrial metals industry. As the premier metals trade association MSCI provides vision and voice to the metals industry along with the tools and perspective necessary for a more successful business. We offer our service centers producing mills and affiliate members an impressive array of high-level programs and services. Our goal is to meet your needs for knowledge and thought leadership provide data and education for operational efficiency promote industry advocacy and create a marketplace for efficient transactions debate discussion and learning. Today's Metals Service Center Institute The Metals Service Center Institute (MSCI) is a trade association that supports and represents the most elements of the metals value chain including metals producers distributors and processors and to a lesser extent the interests of metals users. Because its primary membership consists of metals service centers  businesses that inventory and distribute metals for industrial customers and perform first-stage processing  MSCI is ideally situated to identify and respond to the networking educational public policy and research needs of the entire metals community and not just a narrow portion of it."
,354,sig-crawler,sig-crawler,354,http://votesmart.org/interest-group/2057/dc-works-for-us,DC Works For US,,,,,* ARE NOT attempting to create a new political party * ARE equipping empowering and encouraging Americans who want to communicate with their representative politicians and be counted as a meaningful voice in the democratic process"
,355,sig-crawler,sig-crawler,355,http://votesmart.org/interest-group/1946/susan-b-anthony-list,Susan B. Anthony List,http://www.sba-list.org,,,http://www.sba-list.org,"The Susan B. Anthony List and its connected Political Action Committee the SBA List Candidate Fund are dedicated to electing candidates and pursuing policies that will reduce and ultimately end abortion. To that end the SBA List will emphasize the election education promotion and mobilization of pro-life women."
,356,sig-crawler,sig-crawler,356,http://votesmart.org/interest-group/747/business-industry-political-action-committee,Business-Industry Political Action Committee,http://www.bipac.org,,,http://www.bipac.org,"BIPAC enables more effective business participation in the political process. It does not lobby. Instead BIPAC offers a wide range of tools and strategies to help 3600+ businesses and associations reach their public policy goals. BIPAC with deployment partners in more than 30 states takes an integrated approach to political involvement combining grassroots advocacy and PAC Resources all directed by nationally recognized political analysis."
,357,sig-crawler,sig-crawler,357,http://votesmart.org/interest-group/1865/alliance-to-stop-the-war-on-the-poor,Alliance to Stop the War on the Poor,,,,,"Stop the War on the Poor" national campaign is a collaborative effort between the Congress of Racial Equality (CORE) the High Impact Leadership Coalition (HILC) and Americans for American Energy (AAE)."
,358,sig-crawler,sig-crawler,358,http://votesmart.org/interest-group/461/christian-voice,Christian Voice,,,,,The Christian Voice is one of the largest conservative evangelical lobbys in Washington. "We believe that America God's last great hope for mankind and stronghold of Christian faith and values has increasingly come under attack over the years. Should America's Christian foundation become diluted or engulfed by the forces of darkness our nation and the world will suffer immeasurably."
,359,sig-crawler,sig-crawler,359,http://votesmart.org/interest-group/324/american-society-for-the-prevention-of-cruelty-to-animals,American Society for the Prevention of Cruelty to Animals,http://www.aspca.org,,,http://www.aspca.org,"Founded in 1866 the ASPCA was the first humane organization in the Western Hemisphere. Our mission as stated by founder Henry Bergh is to provide effective means for the prevention of cruelty to animals throughout the United States. While there are SPCAs and humane societies all over the country the ASPCA is not directly affiliated with them. However the ASPCA works nationally to rescue animals from abuse pass humane laws and share resources with many shelters across the country."
,360,sig-crawler,sig-crawler,360,http://votesmart.org/interest-group/1425/americans-for-the-arts-action-fund,Americans for the Arts Action Fund,http://www.ArtsActionFund.org,,,http://www.ArtsActionFund.org,"The Arts Action Fund is a 501(c)(4) nonprofit membership organization created by Americans for the Arts the nations leading 501(c)(3) tax-exempt nonprofit organization for advancing arts in America. Launched on October 4 2004 it seeks to engage citizens in education and advocacy in support of the arts and arts education. The Arts Action Funds goal is to enlist and mobilize 100000 citizen activists who will help ensure that arts-friendly public policies are adopted at the Federal state and local levels and public and private resources are maximize."
,361,sig-crawler,sig-crawler,361,http://votesmart.org/interest-group/1115/the-libertarian-party,The Libertarian Party,http://www.lp.org/,,,http://www.lp.org/,"The Libertarian Party is America's third largest political party founded in 1971 as an alternative to the two main political parties. Our vision is for a world in which all individuals can freely exercise the natural right of sole dominion over their own lives liberty and property by building a political party that elects Libertarians to public office and moving public policy in a libertarian direction."
,362,sig-crawler,sig-crawler,362,http://votesmart.org/interest-group/471/national-retail-federation,National Retail Federation,http://www.nrf.com,,,http://www.nrf.com,"As the worlds largest retail trade association and the voice of retail worldwide NRF represents retailers of all types and sizes including chain restaurants and industry partners from the United States and more than 45 countries abroad. Retailers operate more than 3.6 million U.S. establishments that support one in four U.S. jobs  42 million working Americans. Contributing $2.5 trillion to annual GDP retail is a daily barometer for the nations economy. NRFs This is Retail campaign highlights the industrys opportunities for life-long careers how retailers strengthen communities at home and abroad and the critical role that retail plays in driving innovation."
,363,sig-crawler,sig-crawler,363,http://votesmart.org/interest-group/1873/democracy-for-america,Democracy For America,http://www.democracyforamerica.com,,,http://www.democracyforamerica.com,Democracy for America is our nation's largest progressive political action community. With over one million members nationwide DFA is a grassroots powerhouse working to change our country and the Democratic Party from the bottom-up. We provide campaign training organizing resources and media exposure so our members have the power to support progressive issues and candidates up and down the ballot. Join us in delivering results for a progressive America!
